STN,DATE,TIME,COUNTRY,TEMP,DEWP,STP,SLP,VISIB,WDSP,PRCP,SNDP,FRSHTT,CLDC,WNDDIR
471560,2021-02-19,13:09:00,KOREASOUTH,-0.2,-6.7,1018.1,1022.9,14.4,13.0,0.08,0.0,110000,84.7,82
471310,2021-02-19,13:09:00,KOREASOUTH,-2.0,-9.1,1020.4,1024.0,22.0,14.8,0.04,0.0,110000,52.2,251
507880,2021-02-19,13:09:00,CHINA,-9.5,-14.4,1018.6,1019.4,22.9,12.9,0.02,0.0,110000,50.3,226
560330,2021-02-19,13:09:00,CHINA,-12.5,-22.5,626.2,622.0,35.1,5.8,0.03,0.0,110000,78.8,192
475870,2021-02-19,13:09:00,JAPAN,-0.7,-5.2,1014.0,1017.0,14.2,18.1,0.21,3.7,111000,84.3,180
475850,2021-02-19,13:09:00,JAPAN,-3.4,-9.4,1010.4,1014.2,21.6,8.8,0.13,2.9,111000,64.0,203
474410,2021-02-19,13:09:00,JAPAN,-6.1,-11.6,999.3,1001.4,15.6,10.8,0.00,0.0,100000,22.9,42
475750,2021-02-19,13:09:00,JAPAN,-3.1,-7.1,1021.8,1016.5,11.1,16.6,0.14,22.5,111000,85.6,142
510870,2021-02-19,13:09:00,CHINA,-4.2,-6.8,928.7,1028.6,36.3,2.8,0.07,0.0,110000,97.3,3
471530,2021-02-19,13:09:00,KOREASOUTH,-0.4,-7.0,1016.4,1017.4,9.0,12.8,0.00,0.0,100000,6.6,76
547150,2021-02-19,13:09:00,CHINA,-0.9,-10.9,1021.3,1026.7,12.2,21.5,0.05,0.0,110000,92.0,127
471520,2021-02-19,13:09:00,KOREASOUTH,-0.3,-8.6,1032.7,1021.7,12.8,20.7,0.09,0.0,110000,96.6,216
593530,2021-02-19,13:09:00,TAIWAN,-0.9,-1.8,763.9,1023.1,14.8,5.6,0.00,0.0,100000,49.2,78
471320,2021-02-19,13:09:00,KOREASOUTH,-3.7,-12.4,996.6,982.9,9.7,5.7,0.00,0.0,100000,66.8,213
471330,2021-02-19,13:09:00,KOREASOUTH,-0.4,-6.8,1018.7,1024.0,13.3,9.3,0.04,0.0,110000,78.7,106
471340,2021-02-19,13:09:00,KOREASOUTH,-1.6,-8.9,999.5,993.4,11.2,11.5,0.04,0.0,110000,55.2,130
506030,2021-02-19,13:09:00,CHINA,-10.5,-15.6,984.8,1027.5,30.3,3.0,0.01,0.0,110000,65.2,79
471350,2021-02-19,13:09:00,KOREASOUTH,-1.8,-9.9,1005.2,1023.0,17.1,12.3,0.04,0.0,110000,60.9,236
475840,2021-02-19,13:09:00,JAPAN,-4.9,-9.9,1005.8,1015.0,3.9,19.3,0.10,3.7,111000,67.5,320
535130,2021-02-19,13:09:00,CHINA,-5.6,-17.3,926.0,1030.4,22.2,6.6,0.00,0.0,100000,20.5,305
475900,2021-02-19,13:09:00,JAPAN,-1.2,-7.5,1009.4,1017.5,19.6,7.9,0.10,0.9,111000,50.1,331
471170,2021-02-19,13:09:00,KOREASOUTH,-1.0,-6.7,1001.7,983.7,9.3,2.9,0.07,0.0,110000,96.4,105
407120,2021-02-19,13:09:00,IRAN,-0.1,-6.2,868.4,1020.3,13.1,14.1,0.10,1.4,111000,96.7,150
442320,2021-02-19,13:09:00,MONGOLIA,-11.9,-18.4,1044.7,1049.5,38.7,6.8,0.00,0.0,100000,78.8,69
443410,2021-02-19,13:09:00,MONGOLIA,-6.7,-15.3,855.9,1021.4,44.6,9.5,0.00,0.5,101000,52.5,306
478090,2021-02-19,13:09:00,JAPAN,-0.3,-6.7,1019.1,1023.9,23.6,2.3,0.02,0.0,110000,51.3,114
171290,2021-02-19,13:09:00,TURKEY,-0.7,-5.4,968.3,1019.9,7.0,4.9,0.04,0.0,110000,51.5,178
529080,2021-02-19,13:09:00,CHINA,-7.8,-17.2,999.7,1006.5,24.4,23.2,0.01,0.0,110000,60.6,352
474790,2021-02-19,13:09:00,JAPAN,-7.9,-12.7,1001.6,997.7,7.5,13.1,0.00,0.0,100000,41.5,106
171600,2021-02-19,13:09:00,TURKEY,-3.2,-12.1,905.7,876.2,16.4,5.2,0.00,0.0,100000,43.1,181
586530,2021-02-19,13:09:00,CHINA,-1.4,-3.2,914.6,1023.8,1.4,23.0,0.25,0.0,110000,50.7,124
442870,2021-02-19,13:09:00,MONGOLIA,-8.7,-15.0,809.6,1027.8,52.9,10.8,0.00,1.6,101000,76.6,96
476120,2021-02-19,13:09:00,JAPAN,-0.6,-5.5,1018.3,1018.8,18.3,4.2,0.40,14.3,111000,50.4,152
470500,2021-02-19,13:09:00,KOREANORTH,-5.3,-9.4,1020.6,1023.8,19.2,5.6,0.08,0.0,110000,51.3,120
549450,2021-02-19,13:09:00,CHINA,-0.6,-8.8,1019.0,1026.8,21.2,5.2,0.03,0.0,110000,51.8,113
369820,2021-02-19,13:09:00,KYRGYZSTAN,-13.1,-19.4,645.7,643.6,41.3,4.0,0.00,0.0,100000,87.4,281
171550,2021-02-19,13:09:00,TURKEY,-1.3,-7.1,899.1,1012.2,14.0,1.7,0.00,0.0,100000,76.4,182
585060,2021-02-19,13:09:00,CHINA,-0.5,-4.9,979.3,1026.7,14.4,12.7,0.16,0.0,110000,50.5,290
562570,2021-02-19,13:09:00,CHINA,-1.3,-13.7,684.6,683.3,43.0,1.9,0.01,0.0,110000,53.0,85
570140,2021-02-19,13:09:00,CHINA,-2.9,-8.9,1003.7,1033.3,19.8,3.1,0.00,0.0,100000,0.7,114
570670,2021-02-19,13:09:00,CHINA,-1.3,-8.8,991.7,1028.9,19.9,3.8,0.02,0.0,110000,52.0,135
548260,2021-02-19,13:09:00,CHINA,-3.0,-13.0,870.9,872.8,24.9,25.0,0.03,0.0,110000,66.9,328
507560,2021-02-19,13:09:00,CHINA,-7.7,-11.3,1009.2,1022.6,16.2,10.2,0.01,0.0,110000,50.6,8
364420,2021-02-19,13:09:00,KAZAKHSTAN,-11.1,-12.3,1012.5,990.0,19.2,33.1,0.02,2.2,111000,98.6,143
508620,2021-02-19,13:09:00,CHINA,-17.5,-24.1,1018.9,1006.8,21.6,4.7,0.00,0.0,100000,16.4,315
368700,2021-02-19,13:09:00,KAZAKHSTAN,-1.2,-4.9,978.7,1022.9,10.4,5.1,0.05,2.2,111000,51.4,26
171500,2021-02-19,13:09:00,TURKEY,-0.6,-3.9,1021.2,1019.2,8.9,2.8,0.10,0.9,111000,57.9,291
513790,2021-02-19,13:09:00,CHINA,-8.8,-11.9,1021.3,1035.7,17.7,8.8,0.02,0.0,110000,50.7,352
471131,2021-02-19,13:09:00,KOREASOUTH,-1.4,-6.4,992.7,997.6,7.7,7.6,0.00,0.0,100000,44.2,126
531490,2021-02-19,13:09:00,CHINA,-6.4,-17.5,905.5,1027.8,31.7,16.6,0.02,0.0,110000,52.0,17
471650,2021-02-19,13:09:00,KOREASOUTH,-0.2,-5.3,1025.8,1024.4,18.7,11.1,0.09,0.0,110000,50.6,319
547530,2021-02-19,13:09:00,CHINA,-2.0,-9.2,1025.1,1026.5,15.5,12.3,0.07,0.0,110000,84.7,335
471280,2021-02-19,13:09:00,KOREASOUTH,-1.4,-8.7,1008.6,1009.9,3.1,8.3,0.00,0.0,100000,73.5,155
528560,2021-02-19,13:09:00,CHINA,-3.1,-17.4,768.2,767.5,21.7,6.2,0.03,0.0,110000,56.4,258
474330,2021-02-19,13:09:00,JAPAN,-14.4,-17.6,990.2,1014.7,28.9,14.4,0.00,0.0,100000,57.4,196
560800,2021-02-19,13:09:00,CHINA,-6.7,-15.3,734.3,733.0,27.9,10.1,0.02,0.0,110000,50.1,78
560790,2021-02-19,13:09:00,CHINA,-6.5,-15.7,665.4,663.3,35.6,3.2,0.02,0.0,110000,50.8,331
171350,2021-02-19,13:09:00,TURKEY,-0.1,-4.8,922.3,1011.0,15.1,16.7,0.00,0.0,100000,28.9,197
442190,2021-02-19,13:09:00,MONGOLIA,-6.1,-17.5,847.9,1027.8,19.6,9.8,0.00,0.0,100000,10.1,285
478920,2021-02-19,13:09:00,JAPAN,-0.1,-7.5,1024.2,1026.0,10.8,13.0,0.00,0.0,100000,7.5,238
476180,2021-02-19,13:09:00,JAPAN,-4.1,-10.6,975.5,1019.3,16.8,6.6,0.14,1.4,111000,58.7,136
570230,2021-02-19,13:09:00,CHINA,-0.4,-8.3,870.1,1003.9,6.7,0.6,0.00,0.0,100000,36.5,36
357460,2021-02-19,13:09:00,KAZAKHSTAN,-2.0,-5.1,1025.5,1027.0,15.2,17.3,0.00,0.8,101000,55.1,322
357910,2021-02-19,13:09:00,KAZAKHSTAN,-6.3,-9.5,1032.3,1036.5,50.3,7.1,0.01,4.2,111000,78.8,266
539230,2021-02-19,13:09:00,CHINA,-1.8,-11.6,953.1,1026.7,27.3,12.1,0.02,0.0,110000,50.3,71
360010,2021-02-19,13:09:00,KAZAKHSTAN,-11.8,-16.4,1024.1,1023.8,4.9,38.7,0.02,2.8,111000,55.3,233
561820,2021-02-19,13:09:00,CHINA,-2.1,-11.1,778.6,818.4,33.6,13.5,0.07,0.0,110000,67.9,177
504340,2021-02-19,13:09:00,CHINA,-21.3,-24.4,961.5,1027.2,21.2,12.0,0.02,0.0,110000,53.4,135
350530,2021-02-19,13:09:00,KAZAKHSTAN,-4.7,-8.4,1028.5,1035.5,14.9,19.2,0.08,1.1,111000,64.0,155
476200,2021-02-19,13:09:00,JAPAN,-3.7,-8.4,927.5,1018.3,28.5,13.6,0.14,0.0,110000,52.8,94
383410,2021-02-19,13:09:00,KAZAKHSTAN,-0.8,-3.6,994.7,1027.8,7.8,10.3,0.19,1.4,111000,72.5,275
581500,2021-02-19,13:09:00,CHINA,-0.7,-6.2,1022.1,1026.7,13.3,10.1,0.03,0.0,110000,54.5,30
170980,2021-02-19,13:09:00,TURKEY,-6.1,-10.3,815.6,816.1,12.8,18.2,0.07,11.5,111000,53.4,149
534460,2021-02-19,13:09:00,CHINA,-5.1,-17.6,1005.5,1029.2,7.9,10.7,0.00,0.0,100000,42.2,239
172050,2021-02-19,13:09:00,TURKEY,-3.8,-5.8,829.5,844.9,5.4,8.1,0.22,3.3,111000,51.9,236
547140,2021-02-19,13:09:00,CHINA,-1.7,-10.0,1026.3,1026.2,18.2,14.1,0.08,0.0,110000,51.4,333
471540,2021-02-19,13:09:00,KOREASOUTH,-0.4,-10.0,1011.3,1017.7,10.1,15.9,0.00,0.0,100000,68.9,187
471060,2021-02-19,13:09:00,KOREASOUTH,-0.4,-8.1,1016.1,1022.1,14.0,18.0,0.12,0.2,111000,52.1,264
470520,2021-02-19,13:09:00,KOREANORTH,-4.3,-7.5,1017.0,1023.2,15.2,2.2,0.00,0.0,100000,24.2,99
549160,2021-02-19,13:09:00,CHINA,-0.3,-8.3,1027.3,1026.4,12.8,4.6,0.01,0.0,110000,53.9,272
538980,2021-02-19,13:09:00,CHINA,-1.0,-10.9,1023.5,1026.9,16.1,8.7,0.02,0.0,110000,52.2,94
527070,2021-02-19,13:09:00,CHINA,-5.9,-22.9,724.8,721.2,10.5,7.8,0.00,0.0,100000,61.9,328
471074,2021-02-19,13:09:00,KOREASOUTH,-1.2,-10.1,993.5,964.8,5.5,27.2,0.00,0.0,100000,38.7,348
471087,2021-02-19,13:09:00,KOREASOUTH,-2.4,-10.4,1025.5,1034.5,12.6,14.9,0.00,0.0,100000,82.9,12
471080,2021-02-19,13:09:00,KOREASOUTH,-1.5,-7.6,1019.1,1022.5,13.9,2.3,0.02,0.1,111000,53.8,219
471120,2021-02-19,13:09:00,KOREASOUTH,-0.7,-7.5,1018.3,1022.9,16.6,17.0,0.02,0.0,110000,54.2,253
506320,2021-02-19,13:09:00,CHINA,-14.2,-20.4,987.6,1024.0,27.0,14.4,0.01,0.0,110000,52.2,184
522670,2021-02-19,13:09:00,CHINA,-2.2,-19.8,932.5,1029.7,29.0,10.9,0.00,0.0,100000,45.5,31
561520,2021-02-19,13:09:00,CHINA,-3.0,-9.9,662.7,666.5,28.6,13.9,0.02,0.0,110000,51.3,326
530680,2021-02-19,13:09:00,CHINA,-4.4,-14.0,932.4,1029.0,29.9,12.4,0.01,0.0,110000,51.0,86
534870,2021-02-19,13:09:00,CHINA,-8.6,-21.4,972.0,1028.1,13.3,13.3,0.01,0.0,110000,50.4,266
544010,2021-02-19,13:09:00,CHINA,-3.7,-18.3,984.6,1027.5,24.0,19.5,0.01,0.0,110000,51.7,217
356710,2021-02-19,13:09:00,KAZAKHSTAN,-4.1,-8.5,997.8,1028.7,18.0,21.7,0.00,3.2,101000,79.0,116
172440,2021-02-19,13:09:00,TURKEY,-0.6,-4.0,952.6,975.9,10.1,9.3,0.02,0.8,111000,51.1,115
513560,2021-02-19,13:09:00,CHINA,-9.3,-11.0,1005.9,1033.2,15.6,3.0,0.00,0.0,100000,96.8,138
545390,2021-02-19,13:09:00,CHINA,-3.1,-12.3,1021.5,1026.5,22.9,9.5,0.02,0.0,110000,80.9,293
471360,2021-02-19,13:09:00,KOREASOUTH,-2.1,-9.4,1014.6,1024.4,18.4,0.2,0.08,0.0,110000,52.3,72
471370,2021-02-19,13:09:00,KOREASOUTH,-1.2,-11.9,1011.6,1021.8,13.1,5.8,0.00,0.0,100000,56.2,281
546160,2021-02-19,13:09:00,CHINA,-2.8,-11.6,1026.5,1026.2,13.5,9.1,0.02,0.0,110000,53.2,344
477590,2021-02-19,13:09:00,JAPAN,-0.4,-6.4,1011.0,1017.9,8.6,14.9,0.29,0.0,110000,50.2,232
535880,2021-02-19,13:09:00,CHINA,-4.4,-11.1,755.4,756.5,19.6,44.6,0.07,0.0,110000,75.6,357
536140,2021-02-19,13:09:00,CHINA,-2.7,-13.3,927.1,1028.0,16.0,9.2,0.00,0.0,100000,2.3,123
383530,2021-02-19,13:09:00,KYRGYZSTAN,-0.4,-4.6,1000.2,1028.3,7.7,9.9,0.03,0.4,111000,55.8,160
383531,2021-02-19,13:09:00,KYRGYZSTAN,-0.1,-0.2,989.1,984.2,2.0,12.7,0.00,0.0,100000,63.3,2
443290,2021-02-19,13:09:00,MONGOLIA,-7.9,-12.7,776.5,1029.6,21.3,13.4,0.00,2.8,101000,97.0,219
475700,2021-02-19,13:09:00,JAPAN,-3.2,-7.1,1007.7,1019.6,13.7,2.9,0.16,7.8,111000,51.7,106
523910,2021-02-19,13:09:00,CHINA,-13.6,-22.2,1002.1,1044.4,37.5,5.3,0.00,0.0,100000,11.2,358
547250,2021-02-19,13:09:00,CHINA,-1.8,-10.5,1028.9,1025.5,2.7,16.3,0.03,0.0,110000,52.3,16
523780,2021-02-19,13:09:00,CHINA,-4.0,-20.1,985.8,1008.3,25.4,21.8,0.00,0.0,100000,67.5,158
506580,2021-02-19,13:09:00,CHINA,-9.7,-13.4,1025.4,1022.9,11.0,7.0,0.01,0.0,110000,57.0,179
171950,2021-02-19,13:09:00,TURKEY,-1.5,-5.7,957.3,972.8,9.3,1.5,0.07,1.8,111000,72.5,217
442290,2021-02-19,13:09:00,MONGOLIA,-10.4,-17.4,789.6,1014.3,47.5,9.3,0.00,0.0,100000,67.1,331
515420,2021-02-19,13:09:00,CHINA,-16.3,-20.7,755.0,752.9,33.1,6.0,0.00,0.0,100000,67.4,100
539750,2021-02-19,13:09:00,CHINA,-2.3,-11.8,1023.3,1028.0,8.1,12.5,0.02,0.0,110000,67.4,121
526330,2021-02-19,13:09:00,CHINA,-13.8,-25.0,991.8,980.9,24.7,5.6,0.01,0.0,110000,53.7,216
361520,2021-02-19,13:09:00,KAZAKHSTAN,-12.9,-16.4,1043.4,1034.5,17.7,10.1,0.01,1.4,111000,50.8,112
534800,2021-02-19,13:09:00,CHINA,-9.0,-20.4,960.4,1029.9,30.5,5.9,0.01,0.0,110000,78.6,343
523130,2021-02-19,13:09:00,CHINA,-3.2,-14.3,921.5,897.5,62.0,2.4,0.00,0.0,100000,74.4,90
474110,2021-02-19,13:09:00,JAPAN,-6.5,-10.6,1011.5,1015.6,14.9,20.5,0.09,0.0,110000,63.4,157
474090,2021-02-19,13:09:00,JAPAN,-10.1,-14.6,1014.0,1014.9,25.6,1.6,0.05,8.5,111000,71.8,157
478210,2021-02-19,13:09:00,JAPAN,-3.0,-7.7,891.3,897.3,18.5,6.3,0.00,0.0,100000,34.5,117
535930,2021-02-19,13:09:00,CHINA,-8.0,-19.3,980.3,1027.4,27.6,9.0,0.02,0.0,110000,61.4,280
354970,2021-02-19,13:09:00,KAZAKHSTAN,-5.7,-12.1,988.3,1034.0,30.0,13.8,0.00,4.9,101000,51.2,29
545110,2021-02-19,13:09:00,CHINA,-0.9,-14.0,1021.0,1025.5,17.8,7.1,0.03,0.0,110000,75.0,326
