STN,DATE,TIME,COUNTRY,TEMP,DEWP,STP,SLP,VISIB,WDSP,PRCP,SNDP,FRSHTT,CLDC,WNDDIR
442770,2021-02-19,13:09:37,MONGOLIA,-10.1,-20.6,1007.6,1026.1,36.8,22.8,2.35,0.0,110000,50.4,68
526520,2021-02-19,13:09:37,CHINA,-8.1,-20.7,883.8,1029.5,29.2,3.5,0.00,0.0,100000,72.1,286
380810,2021-02-19,13:09:37,KAZAKHSTAN,-2.1,-6.7,1034.3,1029.0,20.8,30.6,0.03,0.2,111000,53.2,67
526510,2021-02-19,13:09:37,CHINA,-8.2,-29.3,976.8,996.1,66.5,4.1,0.00,0.0,100000,29.5,335
471530,2021-02-19,13:09:37,KOREASOUTH,-0.5,-8.1,1016.5,1017.4,8.9,13.3,0.00,0.0,100000,6.5,77
547150,2021-02-19,13:09:37,CHINA,-0.9,-9.6,1021.3,1026.7,12.7,21.5,0.05,0.0,110000,92.0,128
471520,2021-02-19,13:09:37,KOREASOUTH,-0.3,-8.6,1032.8,1021.7,12.6,20.1,0.09,0.0,110000,96.8,217
570140,2021-02-19,13:09:37,CHINA,-2.9,-8.9,1003.4,1032.8,19.9,2.9,0.00,0.0,100000,0.8,111
474760,2021-02-19,13:09:37,JAPAN,-10.5,-14.3,999.9,1001.6,4.5,13.5,0.00,0.0,100000,77.3,31
539150,2021-02-19,13:09:37,CHINA,-2.4,-12.2,907.3,1029.6,23.9,11.6,0.02,0.0,110000,52.5,98
171550,2021-02-19,13:09:37,TURKEY,-1.3,-6.1,899.1,1012.2,14.1,1.9,0.00,0.0,100000,76.3,181
585060,2021-02-19,13:09:37,CHINA,-0.5,-4.9,979.2,1026.7,15.2,13.4,0.16,0.0,110000,50.6,293
543740,2021-02-19,13:09:37,CHINA,-9.6,-15.7,1007.6,1023.3,12.9,3.5,0.01,0.0,110000,51.9,55
523780,2021-02-19,13:09:37,CHINA,-4.0,-18.7,985.8,1008.3,25.6,22.6,0.00,0.0,100000,67.2,154
506580,2021-02-19,13:09:37,CHINA,-9.7,-13.4,1025.4,1022.8,10.5,7.0,0.01,0.0,110000,56.9,179
534460,2021-02-19,13:09:37,CHINA,-4.2,-19.6,1005.6,1029.3,8.0,12.3,0.00,0.0,100000,42.6,239
442410,2021-02-19,13:09:37,MONGOLIA,-12.4,-15.0,1025.8,1033.1,47.0,8.3,0.00,2.1,101000,50.3,159
508620,2021-02-19,13:09:37,CHINA,-18.0,-24.1,1020.1,1006.8,22.3,5.0,0.00,0.0,100000,16.5,319
368700,2021-02-19,13:09:37,KAZAKHSTAN,-0.9,-3.8,978.7,1022.9,10.4,5.2,0.05,2.2,111000,51.5,25
171500,2021-02-19,13:09:37,TURKEY,-0.5,-4.8,1021.2,1019.2,8.8,2.4,0.10,0.9,111000,57.8,292
350670,2021-02-19,13:09:37,KAZAKHSTAN,-7.3,-9.8,1038.4,1034.2,15.9,16.0,0.00,3.0,101000,95.0,9
400300,2021-02-19,13:09:37,SYRIA,-0.3,-6.1,1038.6,1017.3,10.8,3.7,0.00,0.0,100000,8.6,166
289570,2021-02-19,13:09:37,KAZAKHSTAN,-4.1,-6.5,1027.5,1024.5,4.7,2.9,0.04,7.4,111000,53.2,51
511560,2021-02-19,13:09:37,CHINA,-6.7,-11.9,929.2,1031.7,23.3,5.4,0.01,0.0,110000,88.1,311
512880,2021-02-19,13:09:37,CHINA,-5.0,-13.5,835.6,836.2,35.4,10.6,0.01,0.0,110000,82.8,253
583140,2021-02-19,13:09:37,CHINA,-0.2,-4.2,1016.7,1026.7,10.4,8.2,0.13,0.0,110000,50.8,198
475150,2021-02-19,13:09:37,JAPAN,-3.5,-8.4,999.4,1000.6,19.5,13.3,0.00,0.0,100000,44.2,302
548630,2021-02-19,13:09:37,CHINA,-1.4,-10.1,1029.7,1026.6,19.4,14.7,0.05,0.0,110000,53.9,329
507450,2021-02-19,13:09:37,CHINA,-6.8,-14.5,1015.9,1022.7,15.6,4.1,0.01,0.0,110000,59.1,64
521120,2021-02-19,13:09:37,CHINA,-1.8,-16.3,1022.8,1026.0,28.3,21.1,0.00,0.0,100000,13.4,171
529550,2021-02-19,13:09:37,CHINA,-3.3,-17.9,694.4,684.9,32.6,12.3,0.02,0.0,110000,66.7,72
350780,2021-02-19,13:09:37,KAZAKHSTAN,-5.5,-8.1,1021.9,1033.3,9.7,15.2,0.02,8.6,111000,67.4,122
561670,2021-02-19,13:09:37,CHINA,-0.3,-13.3,705.2,714.0,38.5,6.7,0.00,0.0,100000,54.7,176
531920,2021-02-19,13:09:37,CHINA,-5.3,-11.4,918.2,1031.9,30.7,22.6,0.01,0.0,110000,51.2,187
467550,2021-02-19,13:09:37,TAIWAN,-1.5,-1.6,1004.3,998.7,62.7,16.4,0.00,0.0,100000,91.6,224
470610,2021-02-19,13:09:37,KOREANORTH,-1.1,-8.3,1016.6,1020.3,27.2,10.9,0.15,0.8,111000,69.8,9
470650,2021-02-19,13:09:37,KOREANORTH,-3.6,-9.6,1018.6,1024.4,13.9,7.7,0.01,0.0,110000,81.9,171
542080,2021-02-19,13:09:37,CHINA,-7.5,-15.8,912.5,1028.3,29.1,25.1,0.01,0.0,110000,73.1,70
470280,2021-02-19,13:09:37,KOREANORTH,-2.6,-8.2,1021.9,1025.7,16.8,0.9,0.02,0.0,110000,53.0,155
543420,2021-02-19,13:09:37,CHINA,-3.7,-12.2,1019.6,1024.0,8.4,7.3,0.03,0.0,110000,52.6,210
476290,2021-02-19,13:09:37,JAPAN,-1.5,-9.7,1012.5,1016.1,27.4,17.7,0.04,0.0,110000,65.3,23
171950,2021-02-19,13:09:37,TURKEY,-1.0,-5.7,957.2,972.9,9.3,1.6,0.07,1.8,111000,72.3,215
360030,2021-02-19,13:09:37,KAZAKHSTAN,-10.3,-14.1,1020.9,1030.3,28.6,18.5,0.11,4.8,111000,75.4,180
528660,2021-02-19,13:09:37,CHINA,-4.3,-15.9,772.4,766.9,10.9,5.7,0.01,0.0,110000,69.8,141
171240,2021-02-19,13:09:37,TURKEY,-1.6,-4.3,968.5,1018.9,13.0,9.0,0.08,1.2,111000,72.4,352
400830,2021-02-19,13:09:37,SYRIA,-1.2,-9.8,994.5,1022.8,19.8,22.7,0.00,0.0,100000,50.9,314
471240,2021-02-19,13:09:37,KOREASOUTH,-2.7,-10.3,988.9,1081.3,15.7,4.2,0.00,0.0,100000,52.8,119
170900,2021-02-19,13:09:37,TURKEY,-1.6,-4.5,914.1,932.6,18.8,1.8,0.27,4.3,111000,65.8,146
548570,2021-02-19,13:09:37,CHINA,-0.6,-7.8,1024.4,1025.6,12.9,18.5,0.02,0.0,110000,89.7,162
560460,2021-02-19,13:09:37,CHINA,-6.0,-16.6,671.3,672.8,22.5,5.3,0.03,0.0,110000,84.1,313
474340,2021-02-19,13:09:37,JAPAN,-10.1,-14.6,1004.6,1011.7,11.0,11.8,0.00,1.4,101000,91.6,42
474350,2021-02-19,13:09:37,JAPAN,-4.9,-11.1,1012.6,1006.4,34.3,8.4,0.03,0.0,110000,68.4,312
545870,2021-02-19,13:09:37,CHINA,-2.3,-9.6,1026.0,1025.4,25.1,40.7,0.00,0.0,100000,4.1,180
577760,2021-02-19,13:09:37,CHINA,-0.4,-2.3,972.2,1024.0,12.3,23.4,0.29,0.0,110000,74.0,251
368215,2021-02-19,13:09:37,KAZAKHSTAN,-7.8,-10.2,1010.3,1023.2,5.2,15.2,0.00,0.0,100000,26.7,77
570460,2021-02-19,13:09:37,CHINA,-3.6,-11.0,817.2,825.1,23.0,25.2,0.02,0.0,110000,51.5,212
540120,2021-02-19,13:09:37,CHINA,-12.2,-16.9,937.1,1029.7,22.6,14.1,0.02,0.0,110000,50.3,169
548430,2021-02-19,13:09:37,CHINA,-1.7,-9.9,1023.8,1026.3,21.3,16.9,0.03,0.0,110000,50.7,225
547140,2021-02-19,13:09:37,CHINA,-1.7,-10.0,1026.3,1026.2,17.9,14.0,0.08,0.0,110000,51.5,334
471540,2021-02-19,13:09:37,KOREASOUTH,-0.4,-10.0,1010.9,1015.1,10.6,16.2,0.00,0.0,100000,69.0,186
471060,2021-02-19,13:09:37,KOREASOUTH,-1.4,-8.1,1016.0,1022.1,13.1,17.5,0.12,0.2,111000,52.6,267
356710,2021-02-19,13:09:37,KAZAKHSTAN,-4.6,-7.4,997.7,1028.6,17.9,21.0,0.00,3.2,101000,79.1,118
471064,2021-02-19,13:09:37,KOREASOUTH,-6.3,-12.3,1012.2,1011.1,15.1,0.6,0.00,0.0,100000,35.0,271
471066,2021-02-19,13:09:37,KOREASOUTH,-0.4,-8.2,1008.9,1006.8,10.4,4.0,0.00,0.1,101000,51.2,14
475700,2021-02-19,13:09:37,JAPAN,-3.2,-6.3,1007.6,1019.5,14.5,2.8,0.16,7.8,111000,51.4,108
171400,2021-02-19,13:09:37,TURKEY,-4.6,-6.7,871.8,855.5,7.8,14.9,0.07,18.1,111000,51.3,229
376820,2021-02-19,13:09:37,ARMENIA,-3.7,-6.3,803.5,793.4,0.7,9.6,0.00,0.0,100000,17.4,273
545390,2021-02-19,13:09:37,CHINA,-3.1,-13.4,1021.5,1026.6,22.7,9.7,0.02,0.0,110000,80.9,292
475970,2021-02-19,13:09:37,JAPAN,-1.8,-9.1,974.3,1018.1,20.5,16.1,0.07,0.0,110000,97.0,136
540960,2021-02-19,13:09:37,CHINA,-7.5,-14.9,1023.2,1021.8,15.6,18.3,0.02,0.0,110000,51.8,167
474740,2021-02-19,13:09:37,JAPAN,-10.4,-19.1,1009.6,1002.7,6.7,6.6,0.00,0.0,100000,53.8,176
288790,2021-02-19,13:09:37,KAZAKHSTAN,-4.6,-8.8,1032.1,1032.0,7.0,24.7,0.01,0.5,111000,51.5,95
288770,2021-02-19,13:09:37,KAZAKHSTAN,-6.8,-11.3,1016.8,1019.4,19.0,14.2,0.02,5.4,111000,93.5,81
543110,2021-02-19,13:09:37,CHINA,-5.0,-15.9,975.7,1027.8,23.9,8.1,0.02,0.0,110000,67.2,227
542730,2021-02-19,13:09:37,CHINA,-7.9,-16.6,1020.3,1024.8,10.3,1.6,0.00,0.0,100000,40.1,68
541860,2021-02-19,13:09:37,CHINA,-10.3,-17.4,1010.5,1024.1,19.5,6.6,0.03,0.0,110000,52.4,121
524410,2021-02-19,13:09:37,CHINA,-5.7,-19.2,843.9,846.1,41.7,19.5,0.01,0.0,110000,50.0,51
471280,2021-02-19,13:09:37,KOREASOUTH,-1.3,-8.7,1008.6,1009.9,3.2,8.2,0.00,0.0,100000,73.4,157
538210,2021-02-19,13:09:37,CHINA,-5.9,-17.7,929.3,1028.0,20.6,6.1,0.00,0.0,100000,37.6,283
443470,2021-02-19,13:09:37,MONGOLIA,-8.1,-27.1,862.0,1009.9,25.4,19.8,0.00,0.0,100000,91.2,324
514950,2021-02-19,13:09:37,CHINA,-1.9,-17.3,985.3,1032.7,31.6,38.5,0.00,0.0,100000,3.9,52
357390,2021-02-19,13:09:37,KAZAKHSTAN,-0.6,-5.7,1035.7,1028.6,46.6,12.8,0.00,3.0,101000,51.5,343
556640,2021-02-19,13:09:37,CHINA,-0.5,-20.9,602.0,602.2,24.4,29.4,0.00,0.0,100000,11.3,119
570670,2021-02-19,13:09:37,CHINA,-0.4,-7.5,991.6,1028.9,20.4,4.1,0.02,0.0,110000,52.0,132
170671,2021-02-19,13:09:37,TURKEY,-5.8,-8.8,1016.6,1024.4,12.7,2.2,0.00,0.0,100000,1.0,232
508440,2021-02-19,13:09:37,CHINA,-4.8,-13.0,1021.8,1022.9,12.7,14.4,0.01,0.0,110000,50.6,356
475530,2021-02-19,13:09:37,JAPAN,-2.1,-6.0,1004.5,1003.9,5.7,13.2,0.00,0.0,100000,48.6,332
478210,2021-02-19,13:09:37,JAPAN,-3.1,-7.7,891.3,897.6,17.7,7.1,0.00,0.0,100000,34.4,114
513460,2021-02-19,13:09:37,CHINA,-8.5,-11.5,1053.4,1041.1,48.6,2.7,0.00,0.0,100000,33.1,325
380190,2021-02-19,13:09:37,KAZAKHSTAN,-9.5,-12.1,1017.8,1036.2,38.0,2.1,0.05,8.2,111000,52.3,30
544490,2021-02-19,13:09:37,CHINA,-1.2,-18.8,1019.0,1015.6,39.9,30.1,0.05,0.0,110000,52.3,109
512320,2021-02-19,13:09:37,CHINA,-5.3,-9.0,1027.4,1031.3,7.5,23.0,0.03,0.0,110000,51.5,155
442320,2021-02-19,13:09:37,MONGOLIA,-11.9,-16.1,1041.8,1049.4,38.5,6.6,0.00,0.0,100000,78.5,66
548230,2021-02-19,13:09:37,CHINA,-0.5,-11.2,1022.3,1026.3,10.2,11.5,0.02,0.0,110000,51.6,351
383410,2021-02-19,13:09:37,KAZAKHSTAN,-0.8,-4.5,994.7,1027.8,7.8,10.2,0.19,1.4,111000,72.4,277
354590,2021-02-19,13:09:37,KAZAKHSTAN,-3.9,-8.2,1024.6,,48.6,14.5,0.00,0.0,100000,25.8,287
524360,2021-02-19,13:09:37,CHINA,-2.8,-15.7,863.2,1028.5,27.1,31.0,0.01,0.0,110000,51.4,317
470050,2021-02-19,13:09:37,KOREANORTH,-4.5,-9.5,900.8,898.4,13.7,9.1,0.05,6.0,111000,88.1,267
515420,2021-02-19,13:09:37,CHINA,-16.6,-20.7,755.0,753.0,33.0,5.7,0.00,0.0,100000,67.6,100
539750,2021-02-19,13:09:37,CHINA,-2.3,-11.8,1022.9,1028.0,8.3,12.1,0.02,0.0,110000,67.3,120
288670,2021-02-19,13:09:37,KAZAKHSTAN,-6.4,-9.9,1000.8,1030.8,21.2,13.0,0.00,23.0,101000,52.4,112
353610,2021-02-19,13:09:37,KAZAKHSTAN,-0.7,-2.7,990.8,1017.9,24.8,16.0,0.00,0.0,100000,98.2,154
533360,2021-02-19,13:09:37,CHINA,-6.3,-16.0,909.2,1029.9,27.0,6.7,0.01,0.0,110000,54.0,176
535880,2021-02-19,13:09:37,CHINA,-4.5,-11.1,755.4,756.5,19.8,44.4,0.07,0.0,110000,75.7,356
364420,2021-02-19,13:09:37,KAZAKHSTAN,-11.1,-11.4,1012.5,989.7,19.3,31.5,0.02,2.2,111000,98.4,144
525330,2021-02-19,13:09:37,CHINA,-2.0,-14.5,893.6,1027.6,31.0,6.4,0.01,0.0,110000,80.0,143
525331,2021-02-19,13:09:37,CHINA,-5.7,-10.4,974.9,995.5,2.4,10.6,0.00,0.0,100000,32.0,47
170920,2021-02-19,13:09:37,TURKEY,-0.1,-4.0,957.1,982.6,6.8,10.5,0.24,3.5,111000,51.9,120
533910,2021-02-19,13:09:37,CHINA,-5.5,-13.9,880.8,1025.9,33.5,23.3,0.01,0.0,110000,50.4,121
560800,2021-02-19,13:09:37,CHINA,-6.8,-16.9,734.3,733.0,28.5,10.3,0.02,0.0,110000,50.2,77
560790,2021-02-19,13:09:37,CHINA,-6.6,-15.7,665.4,663.3,35.3,3.3,0.02,0.0,110000,50.6,330
377090,2021-02-19,13:09:37,ARMENIA,-2.3,-5.9,982.7,984.9,20.6,16.5,0.02,9.2,111000,51.5,86
549380,2021-02-19,13:09:37,CHINA,-1.9,-11.1,1030.4,1027.4,12.0,7.1,0.01,0.0,110000,52.4,8
544710,2021-02-19,13:09:37,CHINA,-5.5,-13.3,1024.0,1025.0,15.7,24.1,0.00,0.0,100000,31.6,311
442120,2021-02-19,13:09:37,MONGOLIA,-22.1,-24.7,912.3,1037.5,55.0,4.1,0.00,9.9,101000,73.5,210
544050,2021-02-19,13:09:37,CHINA,-4.5,-19.3,1022.5,1027.2,17.0,16.1,0.01,0.0,110000,54.2,192
442140,2021-02-19,13:09:37,MONGOLIA,-10.9,-19.8,825.1,1027.6,10.9,4.8,0.00,0.0,100000,91.4,1
543080,2021-02-19,13:09:37,CHINA,-7.0,-21.9,1020.3,1027.8,30.4,10.8,0.03,0.0,110000,58.5,63
560290,2021-02-19,13:09:37,CHINA,-3.3,-14.8,645.5,645.4,28.5,0.2,0.04,0.0,110000,53.8,263
171270,2021-02-19,13:09:37,TURKEY,-0.2,-3.9,1028.6,1018.8,22.7,11.1,0.05,0.0,110000,53.0,121
359970,2021-02-19,13:09:37,KAZAKHSTAN,-6.4,-9.2,1044.7,1032.9,31.3,5.5,0.05,0.9,111000,53.6,171
443050,2021-02-19,13:09:37,MONGOLIA,-12.8,-15.9,950.6,1027.2,47.1,10.3,0.01,2.2,111000,50.6,330
536730,2021-02-19,13:09:37,CHINA,-2.2,-15.1,975.3,1028.1,17.7,3.2,0.02,0.0,110000,50.2,66
548360,2021-02-19,13:09:37,CHINA,-2.0,-13.3,1032.8,1027.3,14.2,13.7,0.03,0.0,110000,53.8,170
523230,2021-02-19,13:09:37,CHINA,-6.2,-17.7,818.8,817.4,35.4,21.1,0.01,0.0,110000,50.8,266
170980,2021-02-19,13:09:37,TURKEY,-6.8,-8.6,815.6,816.1,12.8,18.3,0.07,11.5,111000,53.5,149
523910,2021-02-19,13:09:37,CHINA,-13.6,-20.2,1002.1,1044.6,38.2,5.2,0.00,0.0,100000,10.9,358
170673,2021-02-19,13:09:37,TURKEY,-0.9,-9.6,1012.6,978.7,12.7,14.3,0.00,0.0,100000,87.9,272
443290,2021-02-19,13:09:37,MONGOLIA,-7.9,-12.7,776.5,1029.7,21.8,13.6,0.00,2.8,101000,96.7,223
443850,2021-02-19,13:09:37,MONGOLIA,-2.5,-14.0,893.1,1026.1,34.4,10.3,0.00,0.0,100000,76.6,246
576220,2021-02-19,13:09:37,CHINA,-0.9,-1.3,841.6,837.7,6.3,16.3,0.05,0.0,110000,75.5,277
560670,2021-02-19,13:09:37,CHINA,-6.5,-19.2,650.5,654.6,22.7,28.0,0.00,0.0,100000,26.6,76
540270,2021-02-19,13:09:37,CHINA,-5.5,-16.9,1001.1,1024.1,26.6,10.9,0.01,0.0,110000,67.4,126
354970,2021-02-19,13:09:37,KAZAKHSTAN,-5.7,-12.1,988.7,1033.9,29.2,13.7,0.00,4.9,101000,50.8,31
581500,2021-02-19,13:09:37,CHINA,-0.7,-5.4,1022.1,1026.7,14.0,9.6,0.03,0.0,110000,54.4,31
443170,2021-02-19,13:09:37,MONGOLIA,-5.6,-10.1,901.0,1032.0,25.6,1.3,0.00,3.3,101000,57.2,252
474230,2021-02-19,13:09:37,JAPAN,-4.7,-9.4,1010.1,1015.4,7.9,25.0,0.09,0.0,110000,51.1,272
474120,2021-02-19,13:09:37,JAPAN,-7.1,-11.8,1014.2,1012.4,11.2,12.2,0.14,14.8,111000,57.6,174
513560,2021-02-19,13:09:37,CHINA,-9.9,-12.4,1006.1,1033.1,15.7,2.9,0.00,0.0,100000,96.7,143
524240,2021-02-19,13:09:37,CHINA,-4.4,-15.9,898.0,1026.1,29.6,14.2,0.02,0.7,111000,52.2,260
